"OldAdvertiserId","NewAdvertiserId"
"AR22955054008893440","AR16599881198394671105"
"AR238773518500626432","AR04548248595551223809"
"AR265715126793928704","AR00869670129422565377"
"AR297359758636089344","AR06517686813836967937"
"AR337463689344974848","AR04630175818276929537"
"AR396871333385863168","AR04436521034299998209"
"AR481859527763820544","AR07124409424671670273"
"AR503960810993745920","AR03675412697274384385"
"AR147915890535432192","AR14867483393406271489"
"AR24388817171513344","AR10203116062040391681"
"AR246301393579671552","AR14979447761974329345"
"AR305878259332022272","AR15166619687954939905"
"AR308246023262699520","AR08935617062043123713"
"AR357183361669660672","AR13366314670445559809"
"AR366239214313930752","AR05067024982131867649"
"AR499147973721063424","AR16925002800998383617"
"AR5123964703604736","AR15929707283349504001"
"AR52287515977056256","AR14486216741358665729"
"AR64296897371701248","AR16279239006162518017"
"AR97740433316118528","AR18010370311194673153"
"AR110382858530455552","AR15831130843239153665"
"AR207320648358297600","AR11198685358084587521"
"AR231942390196207616","AR09069862621431201793"
"AR279125870117912576","AR12498122284650725377"
"AR302967199218270208","AR12795201942699638785"
"AR388355547109261312","AR10911834869025734657"
"AR58658739183419392","AR14771437754185154561"
"AR68410720127025152","AR07992615691800805377"
"AR139411305533538304","AR00701690316343738369"
"AR157038229273444352","AR13995913995085676545"
"AR269555480391581696","AR05472348948595212289"
"AR32907489666138112","AR08610513463942316033"
"AR347394100409925632","AR01189896706259419137"
"AR394457252527865856","AR11349546462313709569"
"AR404255516039053312","AR18185148267229085697"
"AR413742411601149952","AR03809030435523002369"
"AR418510753012645888","AR08471746300423962625"
"AR434995868286844928","AR01711843259740848129"
"AR570839155509035008","AR09908394581555150849"
"AR57645917175545856","AR05695277130150051841"
"AR133245450483400704","AR11603999841260142593"
"AR296913563073642496","AR16145880065463287809"
"AR343669436051357696","AR04837341401135972353"
"AR378612671496323072","AR14485417396405272577"
"AR40969452518375424","AR00121210161846026241"
"AR44846742834774016","AR16524182434162409473"
"AR488108533380808704","AR02157716802719711233"
"AR535622072949276672","AR16519678834535038977"
"AR563210984353693696","AR03839794083673407489"
"AR56882615587700736","AR09476049017327583233"
"AR140414231936761856","AR11570222844054863873"
"AR166232895260721152","AR17015074793545793537"
"AR171267971321167872","AR09971444976338337793"
"AR262497234216550400","AR11114514856760311809"
"AR302913494947201024","AR17950662431759925249"
"AR312316312229511168","AR04247369849950437377"
"AR34250543119466496","AR15155088147441778689"
"AR354856142230257664","AR16712451947625447425"
"AR79353197285605376","AR16767376814040416257"
"AR109649346835775488","AR14934411765700624385"
"AR154886485017886720","AR08395185106758664193"
"AR160391086903132160","AR11446901619883507713"
"AR302969535680479232","AR16249462856892809217"
"AR418918328229167104","AR09421161396869005313"
"AR51552011417550848","AR10912697298458771457"
"AR549450493252861952","AR08650141237396897793"
"AR68046094583463936","AR01121871708555313153"
"AR8507849177038848","AR07886981211673853953"
"AR117976635587690496","AR01485800848939286529"
"AR138817431815585792","AR06297447762845761537"
"AR207186026903371776","AR03307045790521753601"
"AR270483536924901376","AR08389706515195363329"
"AR352110455537270784","AR07649854486713729025"
"AR519023776696893440","AR00221151783081213953"
"AR544793580472893440","AR00377028721917296641"
"AR107675860902871040","AR00293209377119141889"
"AR338262072225693696","AR11948525212753985537"
"AR408484512637386752","AR13942775422748983297"
"AR489904276387135488","AR04497684942007828481"
"AR133153194585882624","AR10187617758452121601"
"AR139274416335880192","AR03124812458456252417"
"AR234089736405254144","AR10782092909265027073"
"AR34365098487185408","AR07372867991345561601"
"AR92635263389401088","AR14918649167004827649"
"AR156389105096196096","AR03685410556505751553"
"AR161292171041832960","AR16217937659501215745"
"AR251505897510010880","AR00860662930167824385"
"AR309697722208747520","AR15258670938871300097"
"AR431139743569281024","AR04581626882352480257"
"AR542625137384488960","AR15396533479197900801"
"AR552546168240865280","AR16436864993120485377"
"AR553303559953711104","AR13380269534586339329"
"AR571207285745909760","AR08322283087790604289"
"AR8748058107969536","AR04801312604117008385"
"AR289099952410329088","AR01103857310045831169"
"AR463654398346657792","AR15236299175780941825"
"AR544174211829071872","AR17749664284498984961"
"AR54520417934639104","AR05774090123629035521"
"AR550378618505658368","AR03346649924476338177"
"AR72799420789293056","AR12963463780510990337"
"AR90023888913694720","AR07431414786501378049"
"AR137351233059946496","AR13975291280117202945"
"AR338303063393566720","AR10204670359165206529"
"AR380594335046959104","AR09154041643970592769"
"AR423873724056338432","AR00050014997241135105"
"AR475350487646863360","AR12367359978099441665"
"AR124309891283156992","AR06197428488601862145"
"AR179195587596386304","AR06575730857300983809"
"AR190994481233788928","AR00391127484642361345"
"AR225768082650431488","AR18384169080266424321"
"AR229388259044622336","AR06890169055173410817"
"AR254356072167374848","AR09905315536680517633"
"AR28736853083422720","AR08096148180573356033"
"AR343364768251248640","AR04499571429083185153"
"AR384611847455637504","AR03657398298764902401"
"AR430193888691486720","AR11953028812381356033"
"AR439975556449042432","AR17022332944678649857"
"AR23949596635955200","AR09081984049932664833"
"AR355447198449664000","AR11938757426330730497"
"AR366955408700473344","AR01390338638075658241"
"AR371219589670895616","AR16401722814790369281"
"AR399769714756157440","AR03044908749442514945"
"AR42341196353241088","AR18200019986628476929"
"AR532954863898722304","AR04890522167231381505"
"AR56397456081944576","AR04109386913100595201"
"AR12343495490535424","AR07470786098868781057"
"AR252269130378379264","AR09313795873123074049"
"AR320938922932699136","AR16581866799885189121"
"AR353418599496417280","AR07849488964678320129"
"AR365901389366296576","AR05139082576169795585"
"AR38159238236733440","AR17262772773051170817"
"AR437238047373787136","AR07548508376813010945"
"AR566239692211617792","AR08759976676575674369"
"AR99443405028851712","AR14164296229420269569"
"AR164999311933833216","AR09673362976001753089"
"AR188728353409204224","AR11754870428777054209"
"AR345074268314271744","AR14107034763357323265"
"AR354677093633622016","AR16384570845713924097"
"AR423067678953963520","AR08034052711638892545"
"AR562341579893768192","AR10160596160687898625"
"AR563085502589173760","AR00680518945073004545"
"AR137471732662403072","AR07643083968987791361"
"AR198358838317940736","AR11435114855233748993"
"AR233801733078253568","AR17735650733925072897"
"AR273472318766841856","AR10150726532000120833"
"AR295503198892851200","AR18261811303158906881"
"AR303516817593204736","AR00643588136202403841"
"AR404999954130534400","AR15960388055810965505"
"AR439176211495649280","AR16705955070855872513"
"AR458564827741159424","AR09602554564611932161"
"AR158852148581367808","AR15611580361404841985"
"AR25388307600900096","AR09319450661424726017"
"AR359844592125739008","AR11844942421324464129"
"AR393721060773593088","AR12968635608330141697"
"AR400289234000281600","AR00847152131285712897"
"AR414729669963677696","AR04990463788466569217"
"AR488313179982528512","AR07468832953900990465"
"AR535217521389731840","AR10451376991499190273"
"AR150601413326536704","AR08058136002016837633"
"AR150842893567787008","AR00770590937620414465"
"AR242324872338866176","AR03351153524103708673"
"AR261220117101150208","AR16010772076642172929"
"AR288750788749033472","AR03932117876034502657"
"AR300347853283262464","AR12533993164312150017"
"AR343297423164047360","AR03899202483628539905"
"AR352953506077868032","AR10360703153774526465"
"AR470090080422199296","AR05523517196094930945"
"AR66367209047326720","AR16686312020747747329"
"AR137862368527908864","AR02041059443646398465"
"AR278642291160121344","AR16969194372341956609"
"AR309037053159407616","AR15174093205927886849"
"AR350212320510607360","AR09304049802054467585"
"AR410277300706213888","AR13135426711900389377"
"AR94848683375329280","AR12129659857825431553"
"AR165194578326978560","AR05543645955464626177"
"AR226517640342929408","AR17032328604886761473"
"AR259449078746710016","AR04233014626138193921"
"AR337432799940182016","AR03713693294107033601"
"AR424594247769915392","AR00933811239740506113"
"AR450926520462999552","AR10487525085529767937"
"AR198586334145675264","AR07193478271227396097"
"AR216914608865148928","AR17636571542122921985"
"AR242072774938460160","AR00648167327254183937"
"AR247014117632638976","AR10664999318953394177"
"AR279668719624388608","AR03647230015231229953"
"AR291473488777052160","AR10015636547681910785"
"AR341375098881572864","AR00654025112890114049"
"AR48059481451397120","AR15003456972756353025"
"AR531346278387286016","AR06057816900153376769"
"AR571427394229895168","AR17942816316784115713"
"AR571633140343242752","AR09345444628133838849"
"AR100236805747507200","AR05088381895989788673"
"AR109454389680275456","AR16032445649848893441"
"AR21703741057007616","AR10971244093614587905"
"AR242771548937650176","AR14140029183161532417"
"AR260955615835193344","AR16528686033789779969"
"AR262855090891653120","AR02672100640347389953"
"AR343672562787549184","AR14889375769426919425"
"AR350799494079578112","AR14179496015601598465"
"AR437864081806852096","AR05698519589940363265"
"AR515391471315058688","AR07219745604014964737"
"AR521103021904494592","AR06323529278168236033"
"AR558966766391263232","AR02279296812789530625"
"AR240061252775182336","AR01639785665702920193"
"AR3455043491594240","AR16406328256682262529"
"AR381103065333235712","AR00339517508346183681"
"AR381919143479214080","AR00347252572647587841"
"AR484312813083295744","AR13813015458485370881"
"AR517280878968176640","AR04401697302025076737"
"AR60427715953557504","AR13250430817802387457"
"AR65427160965316608","AR11333783863617912833"
"AR106373798617415680","AR13614012649950937089"
"AR145801392236265472","AR14938154778159480833"
"AR30906412863324160","AR12030857742953480193"
"AR34083623510474752","AR15269306789724684289"
"AR485216061885513728","AR17762672331689295873"
"AR518889876796473344","AR13922922915675766785"
"AR548821469522558976","AR10524408065644560385"
"AR228564690475679744","AR07715141563025719297"
"AR449323810466824192","AR15808110093410500609"
"AR457680957831380992","AR17945068116597800961"
"AR458058743154737152","AR13204185083860221953"
"AR53772509509582848","AR00062681371193114625"
"AR102284646154240000","AR15168267031251255297"
"AR16853795266887680","AR10672257470086250497"
"AR207630229600993280","AR10335475958986833921"
"AR225700393965846528","AR00815626933894119425"
"AR28311256184127488","AR04749490009759809537"
"AR293841939902496768","AR17340962618315112449"
"AR299218689201274880","AR14061078750729076737"
"AR301291199900155904","AR08674408283655634945"
"AR443333877277130752","AR09530092212856029185"
"AR46702099987169280","AR02752174773663432705"
"AR471748556273745920","AR07089141214821220353"
"AR565348366238613504","AR00134422305882243073"
"AR78725032548761600","AR00269846954052157441"
"AR117256661629927424","AR16668297622238265345"
"AR179612852259127296","AR09186974216245739521"
"AR21057846695165952","AR15809100753387126785"
"AR247033530884816896","AR16159390864345399297"
"AR358838057949986816","AR15173102545951260673"
"AR385859655714209792","AR05331892935216594945"
"AR392604815953231872","AR11740515204964810753"
"AR462410610177474560","AR04917561769498509313"
"AR557252765202513920","AR05891183713940668417"
"AR557963358951702528","AR01370227196014100481"
"AR8766955964071936","AR10053089899453612033"
"AR193359462025658368","AR03425462917955321857"
"AR294012295485325312","AR05367921732235558913"
"AR310797096397570048","AR11174896736822886401"
"AR344944629021409280","AR13736454264820072449"
"AR384328723211485184","AR08773487475457785857"
"AR427507713065353216","AR00350911747344826369"
"AR45127118299856896","AR12427397985900429313"
"AR463341999605415936","AR16317382164041695233"
"AR507744780260737024","AR12273287137616461825"
"AR124971384966217728","AR06301011280031383553"
"AR166156169964945408","AR11705330832875978753"
"AR174084610873884672","AR11133286406464471041"
"AR353858129269620736","AR12568135474255757313"
"AR535372415090294784","AR04750023960094048257"
"AR79247334931693568","AR14906797118852169729"
"AR93446187574624256","AR07863760350728945665"
"AR130922182413910016","AR03995168270817689601"
"AR18817041997758464","AR06781147392038141953"
"AR232258568508669952","AR18158144673967767553"
"AR28754977845411840","AR03944784249986482177"
"AR29387197031383040","AR16122517642396303361"
"AR32461843859505152","AR06958536825627475969"
"AR377856001337982976","AR04200082053863047169"
"AR384925826744844288","AR12385374376608923649"
"AR418309439305547776","AR14588906729346433025"
"AR429663889727160320","AR05148089775424536577"
"AR541530161242177536","AR04841845000763342849"
"AR565557823203704832","AR13645221187993731073"
"AR88316312996020224","AR00832613289031630849"
"AR200392488152727552","AR15389640640803373057"
